ID,Raw_Text,Intent,Symptoms,Duration,Location,Severity,Case_Category,Processed_Text,Text_Length,Processed_Length,Word_Count
6360,"Saya didiagnosis GERD sekitar setahun yang lalu, dok.",jawab_riwayat_penyakit, , , ,sedang, ,didiagnosis gerd sekitar setahun lalu,53,37,5
6361,Dulu waktu kecil sering sekali sakit campak.,jawab_riwayat_penyakit,sakit, , ,berat, ,dulu waktu kecil sering sekali sakit campak,44,43,7
6362,Pernah operasi usus buntu sekitar 5 tahun yang lalu.,jawab_riwayat_penyakit, , , ,sedang, ,pernah operasi usus buntu sekitar 5 tahun lalu,52,46,8
6363,"Kadang-kadang saya merasa nyeri dada, tapi tidak sering.",jawab_riwayat_penyakit,nyeri, ,dada,sedang, ,kadang kadang merasa nyeri dada tapi tidak sering,56,49,8
6364,"Dulu saya sering masuk angin, tapi sekarang sudah jarang.",jawab_riwayat_penyakit, , , ,sedang, ,dulu sering masuk angin tapi sekarang sudah jarang,57,50,8
6365,"Saya dulu sering mengalami sakit kepala tegang, terutama saat stres.",jawab_riwayat_penyakit,sakit, ,kepala,sedang, ,dulu sering mengalami sakit kepala tegang terutama saat stres,68,61,9
6366,Dulu waktu kecil saya pernah kena cacar air.,jawab_riwayat_penyakit, , , ,sedang, ,dulu waktu kecil pernah kena cacar air,44,38,7
6367,"Saya punya alergi terhadap udang, Dok!",jawab_riwayat_penyakit, , , ,sedang, ,punya alergi udang,38,18,3
6368,Pernah dirawat di rumah sakit karena demam berdarah sekitar 5 tahun lalu.,jawab_riwayat_penyakit,"demam,sakit", , ,sedang,Demam_Typhoid,pernah dirawat rumah sakit demam berdarah sekitar 5 tahun lalu,73,62,10
6369,Beberapa tahun lalu saya sempat didiagnosis anemia.,jawab_riwayat_penyakit, , , ,sedang, ,beberapa tahun lalu sempat didiagnosis anemia,51,45,6
6370,Saya merasa sering mual dan perih di ulu hati belakangan ini.,jawab_riwayat_penyakit,"mual,perih", ,ulu hati,sedang,Gastritis,merasa sering mual perih ulu hati belakangan,61,44,7
6371,Saya menderita hipertensi sejak lima tahun lalu.,jawab_riwayat_penyakit, , , ,sedang, ,menderita hipertensi sejak lima tahun lalu,48,42,6
6372,"Ibu saya punya penyakit jantung, apakah ini menurun?",jawab_riwayat_penyakit, , , ,sedang, ,punya penyakit jantung apakah menurun,52,37,5
6373,Saya tidak pernah mengalami penyakit serius sebelumnya.,jawab_riwayat_penyakit, , , ,sedang, ,tidak pernah mengalami penyakit serius sebelumnya,55,49,6
6374,Pernah mengalami sakit kepala hebat disertai pandangan kabur.,jawab_riwayat_penyakit,sakit, ,kepala,berat, ,pernah mengalami sakit kepala hebat disertai pandangan kabur,61,60,8
6375,Keluarga saya tidak ada riwayat penyakit kronis.,jawab_riwayat_penyakit, , , ,sedang, ,keluarga tidak riwayat penyakit kronis,48,38,5
6376,Saya pernah operasi usus buntu waktu umur 10 tahun.,jawab_riwayat_penyakit, , , ,sedang, ,pernah operasi usus buntu waktu umur 10 tahun,51,45,8
6377,Dulu waktu kecil saya sering mengalami mimisan.,jawab_riwayat_penyakit, , , ,sedang, ,dulu waktu kecil sering mengalami mimisan,47,41,6
6378,"Saya tidak memiliki alergi obat apapun, setahu saya.",jawab_riwayat_penyakit, , , ,sedang, ,tidak memiliki alergi obat apapun setahu,52,40,6
6379,Saya pernah menjalani operasi usus buntu sekitar lima tahun lalu.,jawab_riwayat_penyakit, , , ,sedang, ,pernah menjalani operasi usus buntu sekitar lima tahun lalu,65,59,9
6380,Apakah riwayat penyakit jantung kakek saya perlu diceritakan?,jawab_riwayat_penyakit, , , ,sedang, ,apakah riwayat penyakit jantung kakek perlu diceritakan,61,55,7
6381,"Saya merasa tidak punya riwayat penyakit serius, dok.",jawab_riwayat_penyakit, , , ,sedang, ,merasa tidak punya riwayat penyakit serius,53,42,6
6382,"Dulu sering sakit kepala tegang, tapi sudah jarang sekarang.",jawab_riwayat_penyakit,sakit, ,kepala,sedang, ,dulu sering sakit kepala tegang tapi sudah jarang sekarang,60,58,9
6383,"Saya punya masalah pencernaan, seringkali kembung dan begah.",jawab_riwayat_penyakit,kembung, , ,sedang,Gastritis,punya masalah pencernaan seringkali kembung begah,60,49,6
6384,Saya khawatir karena ayah saya menderita diabetes.,jawab_riwayat_penyakit, , , ,sedang,Diabetes,khawatir ayah menderita diabetes,50,32,4
6385,"Ibu saya punya hipertensi, apakah ini menurun ke saya?",jawab_riwayat_penyakit, , , ,sedang, ,punya hipertensi apakah menurun,54,31,4
6386,Saya pernah operasi usus buntu sekitar 5 tahun lalu.,jawab_riwayat_penyakit, , , ,sedang, ,pernah operasi usus buntu sekitar 5 tahun lalu,52,46,8
6387,"Alhamdulillah, sejauh ini saya tidak punya riwayat penyakit serius.",jawab_riwayat_penyakit, , , ,sedang, ,alhamdulillah sejauh tidak punya riwayat penyakit serius,67,56,7
6388,Sejak kecil saya sering mengalami alergi debu.,jawab_riwayat_penyakit, , , ,sedang, ,sejak kecil sering mengalami alergi debu,46,40,6
6389,Apakah riwayat sakit batuk pilek setahun lalu perlu diceritakan?,jawab_riwayat_penyakit,"batuk,pilek,sakit", , ,sedang,ISPA,apakah riwayat sakit batuk pilek setahun lalu perlu diceritakan,64,63,9
6390,Saya juga punya alergi terhadap beberapa jenis obat antibiotik.,jawab_riwayat_penyakit, , , ,sedang, ,juga punya alergi beberapa jenis obat antibiotik,63,48,7
6391,"Dulu pernah didiagnosis anemia, tapi sekarang sudah normal.",jawab_riwayat_penyakit, , , ,sedang, ,dulu pernah didiagnosis anemia tapi sekarang sudah normal,59,57,8
6392,Saya punya riwayat sakit kepala migrain yang cukup parah.,jawab_riwayat_penyakit,sakit, ,kepala,berat, ,punya riwayat sakit kepala migrain cukup parah,57,46,7
6393,"Saya punya alergi terhadap beberapa jenis antibiotik, Dok.",jawab_riwayat_penyakit, , , ,sedang, ,punya alergi beberapa jenis antibiotik,58,38,5
6394,Pernah didiagnosis bronkitis waktu kecil.,jawab_riwayat_penyakit, , , ,sedang, ,pernah didiagnosis bronkitis waktu kecil,41,40,5
6395,Saya punya riwayat sakit kepala migrain sejak remaja.,jawab_riwayat_penyakit,sakit, ,kepala,sedang, ,punya riwayat sakit kepala migrain sejak remaja,53,47,7
6396,"Oh iya, saya juga sering merasakan jantung berdebar kencang.",jawab_riwayat_penyakit, , , ,sedang, ,oh juga sering merasakan jantung berdebar kencang,60,49,7
6397,Dulu pernah jatuh dan patah tulang tangan kanan.,jawab_riwayat_penyakit, , ,tangan,sedang, ,dulu pernah jatuh patah tulang tangan kanan,48,43,7
6398,Tidak ada penyakit kronis yang saya derita saat ini!,jawab_riwayat_penyakit, , , ,sedang, ,tidak penyakit kronis derita saat,52,33,5
6399,"Dulu saya sering sakit kepala sebelah, migrain kayaknya.",jawab_riwayat_penyakit,sakit, ,kepala,sedang, ,dulu sering sakit kepala sebelah migrain kayaknya,56,49,7
6400,Saya didiagnosis diabetes sekitar lima tahun lalu.,jawab_riwayat_penyakit, , , ,sedang,Diabetes,didiagnosis diabetes sekitar lima tahun lalu,50,44,6
6401,Pernah dirawat di rumah sakit karena demam berdarah tahun 2018.,jawab_riwayat_penyakit,"demam,sakit", , ,sedang,Demam_Typhoid,pernah dirawat rumah sakit demam berdarah tahun 2018,63,52,8
6402,Saya punya alergi terhadap antibiotik golongan penisilin!,jawab_riwayat_penyakit, , , ,sedang, ,punya alergi antibiotik golongan penisilin,57,42,5
6403,Beberapa waktu lalu saya sempat diare parah sampai lemas.,jawab_riwayat_penyakit,"diare,lemas", , ,berat,Diabetes,beberapa waktu lalu sempat diare parah sampai lemas,57,51,8
6404,Pernah opname karena usus buntu waktu SMP.,jawab_riwayat_penyakit, , , ,sedang, ,pernah opname usus buntu waktu smp,42,34,6
6405,Saya pernah mengalami alergi obat antibiotik penisilin.,jawab_riwayat_penyakit, , , ,sedang, ,pernah mengalami alergi obat antibiotik penisilin,55,49,6
6406,Beberapa tahun lalu saya didiagnosis menderita GERD.,jawab_riwayat_penyakit, , , ,sedang, ,beberapa tahun lalu didiagnosis menderita gerd,52,46,6
6407,"Pernah juga saya mengalami masalah pencernaan, sering diare dan mual.",jawab_riwayat_penyakit,"mual,diare", , ,sedang,Gastritis,pernah juga mengalami masalah pencernaan sering diare mual,69,58,8
6408,Kakek saya punya riwayat stroke.,jawab_riwayat_penyakit, , , ,sedang, ,kakek punya riwayat stroke,32,26,4
6409,Saya tidak punya riwayat penyakit keturunan.,jawab_riwayat_penyakit, , , ,sedang, ,tidak punya riwayat penyakit keturunan,44,38,5
6410,Saya punya riwayat alergi terhadap penisilin.,jawab_riwayat_penyakit, , , ,sedang, ,punya riwayat alergi penisilin,45,30,4
6411,Ibu saya menderita hipertensi dan diabetes.,jawab_riwayat_penyakit, , , ,sedang,Diabetes,menderita hipertensi diabetes,43,29,3
6412,Saya pernah operasi usus buntu waktu kecil.,jawab_riwayat_penyakit, , , ,sedang, ,pernah operasi usus buntu waktu kecil,43,37,6
6413,Beberapa tahun lalu saya didiagnosis dengan bronkitis kronis.,jawab_riwayat_penyakit, , , ,sedang, ,beberapa tahun lalu didiagnosis bronkitis kronis,61,48,6
6414,Pernah juga saya mengalami cedera lutut saat olahraga.,jawab_riwayat_penyakit, , , ,sedang, ,pernah juga mengalami cedera lutut saat olahraga,54,48,7
6415,Riwayat penyakit keluarga saya ada jantung dan stroke.,jawab_riwayat_penyakit, , , ,sedang, ,riwayat penyakit keluarga jantung stroke,54,40,5
6416,"Saya tidak punya riwayat penyakit serius sebelumnya, sih.",jawab_riwayat_penyakit, , , ,sedang, ,tidak punya riwayat penyakit serius sebelumnya,57,46,6
6417,"Dulu sering sakit kepala tegang, tapi sekarang sudah jarang.",jawab_riwayat_penyakit,sakit, ,kepala,sedang, ,dulu sering sakit kepala tegang tapi sekarang sudah jarang,60,58,9
6418,Saya punya riwayat maag yang sering kambuh kalau telat makan!,jawab_riwayat_penyakit, , , ,sedang,Gastritis,punya riwayat maag sering kambuh telat makan,61,44,7
6419,Saya punya riwayat alergi terhadap antibiotik jenis penisilin!,jawab_riwayat_penyakit, , , ,sedang, ,punya riwayat alergi antibiotik jenis penisilin,62,47,6
6420,"Ibu saya punya hipertensi, mungkin ada faktor keturunan.",jawab_riwayat_penyakit, , , ,sedang, ,punya hipertensi faktor keturunan,56,33,4
6421,"Saya sering merasakan nyeri di ulu hati, mungkin karena asam lambung?",jawab_riwayat_penyakit,nyeri, ,ulu hati,sedang,Gastritis,sering merasakan nyeri ulu hati asam lambung,69,44,7
6422,Kakek saya punya riwayat penyakit jantung koroner.,jawab_riwayat_penyakit, , , ,sedang, ,kakek punya riwayat penyakit jantung koroner,50,44,6
6423,"Alhamdulillah, sejauh ini saya tidak pernah sakit parah.",jawab_riwayat_penyakit,sakit, , ,berat, ,alhamdulillah sejauh tidak pernah sakit parah,56,45,6
6424,Saya ada alergi terhadap antibiotik jenis penisilin.,jawab_riwayat_penyakit, , , ,sedang, ,alergi antibiotik jenis penisilin,52,33,4
6425,"Dulu waktu kecil, saya sering mengalami mimisan.",jawab_riwayat_penyakit, , , ,sedang, ,dulu waktu kecil sering mengalami mimisan,48,41,6
6426,"Beberapa tahun lalu, saya pernah didiagnosis anemia defisiensi besi.",jawab_riwayat_penyakit, , , ,sedang, ,beberapa tahun lalu pernah didiagnosis anemia defisiensi besi,68,61,8
6427,"Saya tidak punya riwayat penyakit serius lainnya, sih.",jawab_riwayat_penyakit, , , ,sedang, ,tidak punya riwayat penyakit serius lainnya,54,43,6
6428,Pernah operasi usus buntu waktu umur 10 tahun!,jawab_riwayat_penyakit, , , ,sedang, ,pernah operasi usus buntu waktu umur 10 tahun,46,45,8
6429,Ayah saya menderita hipertensi sejak lama.,jawab_riwayat_penyakit, , , ,sedang, ,ayah menderita hipertensi sejak lama,42,36,5
6430,"Sepertinya saya punya bakat asam urat, soalnya sering nyeri sendi.",jawab_riwayat_penyakit,nyeri, , ,sedang, ,sepertinya punya bakat asam urat soalnya sering nyeri sendi,66,59,9
6431,"Ibu saya punya riwayat hipertensi, apakah ini berpengaruh?",jawab_riwayat_penyakit, , , ,sedang, ,punya riwayat hipertensi apakah berpengaruh,58,43,5
6432,Saya pernah mengalami alergi obat antibiotik tertentu!,jawab_riwayat_penyakit, , , ,sedang, ,pernah mengalami alergi obat antibiotik tertentu,54,48,6
6433,"Oh iya, saya pernah operasi usus buntu sekitar 5 tahun lalu.",jawab_riwayat_penyakit, , , ,sedang, ,oh pernah operasi usus buntu sekitar 5 tahun lalu,60,49,9
6434,Ayah saya didiagnosis diabetes tipe 2.,jawab_riwayat_penyakit, , , ,sedang,Diabetes,ayah didiagnosis diabetes tipe 2,38,32,5
6435,Beberapa tahun belakangan ini saya sering merasakan nyeri di dada.,jawab_riwayat_penyakit,nyeri, ,dada,sedang, ,beberapa tahun belakangan sering merasakan nyeri dada,66,53,7
6436,Dulu saya sering batuk-batuk tapi sudah lama tidak kambuh.,jawab_riwayat_penyakit,batuk, , ,sedang,ISPA,dulu sering batuk batuk tapi sudah lama tidak kambuh,58,52,9
6437,Apakah riwayat penyakit jantung keluarga penting untuk disampaikan?,jawab_riwayat_penyakit, , , ,sedang, ,apakah riwayat penyakit jantung keluarga penting disampaikan,67,60,7
6438,Sejak kecil saya punya alergi terhadap debu dan bulu kucing.,jawab_riwayat_penyakit, , , ,sedang, ,sejak kecil punya alergi debu bulu kucing,60,41,7
6439,Beberapa waktu lalu saya sempat mengalami diare hebat selama tiga hari.,jawab_riwayat_penyakit,diare,3 hari, ,berat, ,beberapa waktu lalu sempat mengalami diare hebat selama tiga hari,71,65,10
6440,Apakah sakit kepala migrain yang sering saya alami termasuk riwayat penyakit?,jawab_riwayat_penyakit,sakit, ,kepala,sedang, ,apakah sakit kepala migrain sering alami termasuk riwayat penyakit,77,66,9
6441,Saya menderita diabetes tipe 2 sejak usia 40 tahun.,jawab_riwayat_penyakit, , , ,sedang,Diabetes,menderita diabetes tipe 2 sejak usia 40 tahun,51,45,8
6442,Pernah juga saya mengalami infeksi saluran kemih beberapa kali.,jawab_riwayat_penyakit, , , ,sedang, ,pernah juga mengalami infeksi saluran kemih beberapa kali,63,57,8
6443,"Saya punya riwayat penyakit asma, biasanya kambuh kalau cuaca dingin.",jawab_riwayat_penyakit, , , ,sedang, ,punya riwayat penyakit asma biasanya kambuh cuaca dingin,69,56,8
6444,"Dulu saya sering mengalami sakit kepala tegang, tapi sekarang sudah jarang.",jawab_riwayat_penyakit,sakit, ,kepala,sedang, ,dulu sering mengalami sakit kepala tegang tapi sekarang sudah jarang,75,68,10
6445,Pernah dirawat di rumah sakit karena demam berdarah waktu kecil.,jawab_riwayat_penyakit,"demam,sakit", , ,sedang,Demam_Typhoid,pernah dirawat rumah sakit demam berdarah waktu kecil,64,53,8
6446,Riwayat alergi saya hanya debu dan serbuk bunga saja.,jawab_riwayat_penyakit, , , ,sedang, ,riwayat alergi debu serbuk bunga,53,32,5
6447,Saya punya masalah dengan asam lambung yang sering kambuh.,jawab_riwayat_penyakit, , , ,sedang, ,punya masalah asam lambung sering kambuh,58,40,6
6448,"Keluarga saya ada riwayat penyakit jantung, apakah itu berpengaruh?",jawab_riwayat_penyakit, , , ,sedang, ,keluarga riwayat penyakit jantung apakah berpengaruh,67,52,6
6449,"Oh iya, dulu pernah operasi usus buntu sekitar tahun 2010.",jawab_riwayat_penyakit, , , ,sedang, ,oh dulu pernah operasi usus buntu sekitar tahun 2010,58,52,9
6450,"Saya tidak punya riwayat penyakit serius lainnya, setahu saya.",jawab_riwayat_penyakit, , , ,sedang, ,tidak punya riwayat penyakit serius lainnya setahu,62,50,7
6451,"Pernah mengalami cedera lutut saat bermain bola, tapi sudah sembuh total.",jawab_riwayat_penyakit, , , ,sedang, ,pernah mengalami cedera lutut saat bermain bola tapi sudah sembuh total,73,71,11
6452,"Kalau flu dan batuk pilek sih sering, apalagi musim pancaroba begini!",jawab_riwayat_penyakit,"batuk,pilek", , ,sedang,ISPA,flu batuk pilek sering apalagi musim pancaroba,69,46,7
6453,Saya punya alergi terhadap antibiotik jenis penisilin.,jawab_riwayat_penyakit, , , ,sedang, ,punya alergi antibiotik jenis penisilin,54,39,5
6454,Beberapa tahun lalu saya didiagnosis anemia.,jawab_riwayat_penyakit, , , ,sedang, ,beberapa tahun lalu didiagnosis anemia,44,38,5
6455,Dulu waktu kecil saya sering sekali terkena cacar air.,jawab_riwayat_penyakit, , , ,berat, ,dulu waktu kecil sering sekali terkena cacar air,54,48,8
6456,Saya belum pernah operasi atau dirawat inap di rumah sakit.,jawab_riwayat_penyakit,sakit, , ,sedang, ,belum pernah operasi dirawat inap rumah sakit,59,45,7
6457,Riwayat penyakit keluarga yang saya tahu hanya diabetes dari kakek.,jawab_riwayat_penyakit, , , ,sedang,Diabetes,riwayat penyakit keluarga tahu diabetes kakek,67,45,6
6458,"Saya merasa badan lemas terus, apa mungkin karena kurang darah?",jawab_riwayat_penyakit,lemas, , ,sedang,Diabetes,merasa badan lemas terus apa kurang darah,63,41,7
6459,Pernah mengalami alergi obat antibiotik penisilin!,jawab_riwayat_penyakit, , , ,sedang, ,pernah mengalami alergi obat antibiotik penisilin,50,49,6
6460,Beberapa tahun lalu saya pernah operasi usus buntu.,jawab_riwayat_penyakit, , , ,sedang, ,beberapa tahun lalu pernah operasi usus buntu,51,45,7
6461,"Saya tidak pernah sakit parah, hanya flu biasa saja.",jawab_riwayat_penyakit,sakit, , ,berat,ISPA,tidak pernah sakit parah flu biasa,52,34,6
6462,Ayah saya menderita diabetes tipe 2 sejak lama.,jawab_riwayat_penyakit, , , ,sedang,Diabetes,ayah menderita diabetes tipe 2 sejak lama,47,41,7
6463,"Dulu waktu kecil, saya sering sekali sakit batuk pilek.",jawab_riwayat_penyakit,"batuk,pilek,sakit", , ,berat,ISPA,dulu waktu kecil sering sekali sakit batuk pilek,55,48,8
6464,Saya ada riwayat sakit asam lambung naik beberapa kali.,jawab_riwayat_penyakit,sakit, , ,sedang, ,riwayat sakit asam lambung naik beberapa kali,55,45,7
6465,"Dulu saya sering merasakan nyeri ulu hati, mungkin gastritis.",jawab_riwayat_penyakit,nyeri, ,ulu hati,sedang,Gastritis,dulu sering merasakan nyeri ulu hati gastritis,61,46,7
6466,Dulu waktu kecil sering sakit campak.,jawab_riwayat_penyakit,sakit, , ,sedang, ,dulu waktu kecil sering sakit campak,37,36,6
6467,Saya punya riwayat penyakit jantung dari keluarga ayah.,jawab_riwayat_penyakit, , , ,sedang, ,punya riwayat penyakit jantung keluarga ayah,55,44,6
6468,Sepertinya saya punya masalah dengan asam lambung akhir-akhir ini.,jawab_riwayat_penyakit, , , ,sedang, ,sepertinya punya masalah asam lambung akhir akhir,66,49,7
6469,Saya tidak tahu riwayat penyakit keluarga secara pasti.,jawab_riwayat_penyakit, , , ,sedang, ,tidak tahu riwayat penyakit keluarga secara pasti,55,49,7
6470,"Oh iya, saya juga pernah operasi usus buntu waktu SMP.",jawab_riwayat_penyakit, , , ,sedang, ,oh juga pernah operasi usus buntu waktu smp,54,43,8
6471,Saya pernah dirawat di rumah sakit karena demam berdarah waktu kecil.,jawab_riwayat_penyakit,"demam,sakit", , ,sedang,Demam_Typhoid,pernah dirawat rumah sakit demam berdarah waktu kecil,69,53,8
6472,"Dulu saya sering mengalami sakit kepala tegang, terutama saat stres.",jawab_riwayat_penyakit,sakit, ,kepala,sedang, ,dulu sering mengalami sakit kepala tegang terutama saat stres,68,61,9
6473,"Beberapa tahun lalu, saya didiagnosis dengan dispepsia.",jawab_riwayat_penyakit, , , ,sedang, ,beberapa tahun lalu didiagnosis dispepsia,55,41,5
6474,"Dulu waktu kecil sering mimisan, tapi sekarang sudah jarang.",jawab_riwayat_penyakit, , , ,sedang, ,dulu waktu kecil sering mimisan tapi sekarang sudah jarang,60,58,9
6475,"Pernah mengalami masalah pencernaan, tapi sudah lama sekali.",jawab_riwayat_penyakit, , , ,berat, ,pernah mengalami masalah pencernaan tapi sudah lama sekali,60,58,8
6476,Saya menderita insomnia beberapa bulan belakangan ini.,jawab_riwayat_penyakit, ,90 hari, ,sedang, ,menderita insomnia beberapa bulan belakangan,54,44,5
6477,Saya memiliki riwayat asma sejak kecil dan sering kambuh saat cuaca dingin.,jawab_riwayat_penyakit, , , ,sedang, ,memiliki riwayat asma sejak kecil sering kambuh saat cuaca dingin,75,65,10
6478,"Beberapa tahun lalu, saya sempat dirawat karena tifus.",jawab_riwayat_penyakit, , , ,sedang, ,beberapa tahun lalu sempat dirawat tifus,54,40,6
6479,Dulu waktu kecil sering mimisan.,jawab_riwayat_penyakit, , , ,sedang, ,dulu waktu kecil sering mimisan,32,31,5
6480,Kakek saya menderita diabetes melitus tipe 2.,jawab_riwayat_penyakit, , , ,sedang,Diabetes,kakek menderita diabetes melitus tipe 2,45,39,6
6481,Saya punya riwayat alergi debu sejak kecil.,jawab_riwayat_penyakit, , , ,sedang, ,punya riwayat alergi debu sejak kecil,43,37,6
6482,Saya didiagnosis gastritis kronis sekitar 5 tahun lalu.,jawab_riwayat_penyakit, , , ,sedang, ,didiagnosis gastritis kronis sekitar 5 tahun lalu,55,49,7
6483,"Tidak ada riwayat penyakit serius di keluarga saya, setahu saya.",jawab_riwayat_penyakit, , , ,sedang, ,tidak riwayat penyakit serius keluarga setahu,64,45,6
6484,Pernah operasi usus buntu waktu masih SD.,jawab_riwayat_penyakit, , , ,sedang, ,pernah operasi usus buntu waktu masih sd,41,40,7
6485,Saya punya alergi terhadap penisilin!,jawab_riwayat_penyakit, , , ,sedang, ,punya alergi penisilin,37,22,3
6486,"Seingat saya, dulu waktu kecil pernah kejang demam.",jawab_riwayat_penyakit,demam, , ,sedang,Demam_Typhoid,seingat dulu waktu kecil pernah kejang demam,51,44,7
6487,"Oh iya, saya juga ada riwayat migrain, kadang kambuh kalau kecapekan.",jawab_riwayat_penyakit, , , ,sedang, ,oh juga riwayat migrain kadang kambuh kecapekan,69,47,7
6488,Saya didiagnosis hipertensi sejak usia 45 tahun.,jawab_riwayat_penyakit, , , ,sedang, ,didiagnosis hipertensi sejak usia 45 tahun,48,42,6
6489,Pernah juga saya mengalami alergi terhadap antibiotik tertentu.,jawab_riwayat_penyakit, , , ,sedang, ,pernah juga mengalami alergi antibiotik tertentu,63,48,6
6490,"Saya ada riwayat alergi makanan, terutama seafood.",jawab_riwayat_penyakit, , , ,sedang, ,riwayat alergi makanan terutama seafood,50,39,5
6491,Kalau dulu waktu kecil sering sekali terkena cacar air.,jawab_riwayat_penyakit, , , ,berat, ,dulu waktu kecil sering sekali terkena cacar air,55,48,8
6492,"Oh iya, saya juga punya riwayat sakit maag kronis.",jawab_riwayat_penyakit,sakit, , ,sedang,Gastritis,oh juga punya riwayat sakit maag kronis,50,39,7
6493,Beberapa tahun lalu pernah operasi usus buntu.,jawab_riwayat_penyakit, , , ,sedang, ,beberapa tahun lalu pernah operasi usus buntu,46,45,7
6494,"Saya tidak punya riwayat penyakit serius lainnya, sejauh ini.",jawab_riwayat_penyakit, , , ,sedang, ,tidak punya riwayat penyakit serius lainnya sejauh,61,50,7
6495,Ibu saya punya riwayat hipertensi yang cukup tinggi!,jawab_riwayat_penyakit, , , ,sedang, ,punya riwayat hipertensi cukup tinggi,52,37,5
6496,"Ayah saya menderita penyakit jantung koroner, apakah itu berpengaruh?",jawab_riwayat_penyakit, , , ,sedang, ,ayah menderita penyakit jantung koroner apakah berpengaruh,69,58,7
6497,Saya ada riwayat sakit kepala migrain yang kambuhan.,jawab_riwayat_penyakit,sakit, ,kepala,sedang, ,riwayat sakit kepala migrain kambuhan,52,37,5
6498,"Dulu, sekitar 5 tahun lalu, saya pernah mengalami patah tulang di kaki.",jawab_riwayat_penyakit, , ,kaki,sedang, ,dulu sekitar 5 tahun lalu pernah mengalami patah tulang kaki,71,60,10
6499,Apakah penting kalau saya punya alergi debu?,jawab_riwayat_penyakit, , , ,sedang, ,apakah penting punya alergi debu,44,32,5
6500,Saya punya riwayat sakit tipes waktu SMA.,jawab_riwayat_penyakit,sakit, , ,sedang, ,punya riwayat sakit tipes waktu sma,41,35,6
6501,Ibu saya punya penyakit jantung.,jawab_riwayat_penyakit, , , ,sedang, ,punya penyakit jantung,32,22,3
6502,Saya kadang-kadang merasakan nyeri di dada sebelah kiri.,jawab_riwayat_penyakit,nyeri, ,dada,sedang, ,kadang kadang merasakan nyeri dada sebelah kiri,56,47,7
6503,"Pernah mengalami alergi obat antibiotik, dok.",jawab_riwayat_penyakit, , , ,sedang, ,pernah mengalami alergi obat antibiotik,45,39,5
6504,Riwayat diabetes dari keluarga ayah saya ada.,jawab_riwayat_penyakit, , , ,sedang,Diabetes,riwayat diabetes keluarga ayah,45,30,4
6505,Tidak ada riwayat penyakit serius sebelumnya.,jawab_riwayat_penyakit, , , ,sedang, ,tidak riwayat penyakit serius sebelumnya,45,40,5
6506,Saya memiliki asam urat yang kadang kambuh.,jawab_riwayat_penyakit, , , ,sedang, ,memiliki asam urat kadang kambuh,43,32,5
6507,"Orang tua saya punya riwayat hipertensi, apakah itu berpengaruh?",jawab_riwayat_penyakit, , , ,sedang, ,orang tua punya riwayat hipertensi apakah berpengaruh,64,53,7
6508,Pernah juga mengalami alergi makanan laut beberapa kali.,jawab_riwayat_penyakit, , , ,sedang, ,pernah juga mengalami alergi makanan laut beberapa kali,56,55,8
6509,Saya punya riwayat asma sejak kecil dan sering kambuh saat cuaca dingin!,jawab_riwayat_penyakit, , , ,sedang, ,punya riwayat asma sejak kecil sering kambuh saat cuaca dingin,72,62,10
6510,"Beberapa tahun lalu pernah terkena tifus, tapi sudah sembuh total.",jawab_riwayat_penyakit, , , ,sedang, ,beberapa tahun lalu pernah terkena tifus tapi sudah sembuh total,66,64,10
6511,Pernah mengalami maag kronis tapi sekarang sudah jauh lebih baik.,jawab_riwayat_penyakit, , , ,sedang,Gastritis,pernah mengalami maag kronis tapi sekarang sudah jauh lebih baik,65,64,10
6512,"Dulu sering sakit kepala tegang, tapi jarang kambuh lagi sekarang.",jawab_riwayat_penyakit,sakit, ,kepala,sedang, ,dulu sering sakit kepala tegang tapi jarang kambuh lagi sekarang,66,64,10
6513,"Saya tidak punya riwayat penyakit kronis apapun, alhamdulillah.",jawab_riwayat_penyakit, , , ,sedang, ,tidak punya riwayat penyakit kronis apapun alhamdulillah,63,56,7
6514,"Pernah ada riwayat alergi obat antibiotik, dok.",jawab_riwayat_penyakit, , , ,sedang, ,pernah riwayat alergi obat antibiotik,47,37,5
6515,"Saya sering mengalami sakit kepala sebelah, migrain kayaknya.",jawab_riwayat_penyakit,sakit, ,kepala,sedang, ,sering mengalami sakit kepala sebelah migrain kayaknya,61,54,7
6516,Sejak kecil saya punya riwayat penyakit asma.,jawab_riwayat_penyakit, , , ,sedang, ,sejak kecil punya riwayat penyakit asma,45,39,6
6517,Beberapa waktu lalu saya sempat dirawat karena tifus.,jawab_riwayat_penyakit, , , ,sedang, ,beberapa waktu lalu sempat dirawat tifus,53,40,6
6518,"Oh iya, saya juga ada riwayat alergi terhadap udang.",jawab_riwayat_penyakit, , , ,sedang, ,oh juga riwayat alergi udang,52,28,5
6519,Dulu pernah operasi usus buntu waktu masih SD.,jawab_riwayat_penyakit, , , ,sedang, ,dulu pernah operasi usus buntu waktu masih sd,46,45,8
6520,Saya ada riwayat alergi debu dan dingin.,jawab_riwayat_penyakit, , , ,sedang, ,riwayat alergi debu dingin,40,26,4
6521,Saya punya asam lambung yang sering kambuh.,jawab_riwayat_penyakit, , , ,sedang, ,punya asam lambung sering kambuh,43,32,5
6522,Saya menderita sakit kepala migrain sejak remaja.,jawab_riwayat_penyakit,sakit, ,kepala,sedang, ,menderita sakit kepala migrain sejak remaja,49,43,6
